gene,RNA,protein,
3338,-0.004103336,-0.11494306,
3339,0.135376634,0.321044034,
3340,-0.00954448,-0.110944653,
3341,-0.055086017,-0.417483304,
3342,0.082665828,0.203343709,
3343,-0.066050866,0.184353647,
3344,0.127336517,-0.44896038,
3345,-0.156009615,-0.011931986,
3346,-0.033812126,0.324174327,
3347,-0.015221998,0.104105288,
3348,-0.024081373,0.321217551,
3349,0.169507138,-0.102044146,
3350,0.032734489,-0.120786286,
3351,0.011959508,0.069912764,
3352,-0.042001566,-0.013029164,
3353,-0.086162602,-0.219073278,
3354,-0.072306672,-0.030498073,
3355,0.092540051,0.274109599,
3356,0.04293718,-0.128660118,
3357,0.020813509,0.043745083,
3358,0.035748713,-0.140884858,
3359,-0.01898284,0.150116452,
3360,0.215809407,0.629085432,
3361,0.081838643,0.12199814,
3362,0.06555806,0.168236765,
3363,0.038258899,-0.053914848,
3364,0.179475601,1.019490449,
3365,0.178568878,0.272105138,
3366,-0.030255423,-0.057552722,
3367,0.155472918,0.538978616,
3368,0.03782723,-0.247528541,
3369,0.007601331,-0.072468909,
3370,-0.076441357,0.075722538,
3371,-0.011693628,-0.078066997,
3372,0.129818408,-0.052470514,
3373,0.04824649,0.265613393,
3374,-0.128029473,-0.267054257,
3375,-0.066628686,-0.028474767,
3376,0.047110822,0.26941478,
3377,0.056883355,0.282899782,
3378,0.002428212,-0.131560658,
3379,0.001312018,-0.216148469,
3380,-0.03241467,-0.119351211,
3381,-0.031173883,0.055144741,
3382,-0.082784854,0.182173996,
3383,-0.054227555,-0.221901747,
3384,0.002547999,0.202199145,
3385,-0.079286928,-0.377117038,
3386,0.100542762,0.683298646,
3387,0.014609635,0.173199044,
3388,-0.075593239,-0.472725073,
3389,-0.063813222,-0.330279412,
3390,-0.066886061,-0.022784601,
3391,0.057520673,0.62707199,
3392,-0.007023819,0.004080736,
3393,-0.094837495,0.142447108,
3394,0.030557395,-0.291569716,
3395,-0.015314418,-0.203815954,
3396,0.041759955,-0.106865654,
3397,0.047469648,0.124466258,
3398,0.061602869,-0.355513116,
3399,-0.098430306,0.200183816,
3400,-0.110130446,-0.135963221,
3401,0.092580848,0.020783999,
3402,-0.043477314,-0.415798104,
3403,-0.052267674,-0.277142511,
3404,-0.009553343,0.047660039,
3405,0.009358003,-0.103286933,
3406,-0.20876592,-0.43649033,
3407,-0.063664969,0.029357937,
3408,-0.019619609,0.443446482,
3409,0.018979025,-0.000287024,
3410,-0.016573606,-0.077153509,
3411,0.006069201,-0.142161688,
3412,0.083591903,-0.050013287,
3413,0.005477945,0.132738081,
3414,-0.044086491,0.20029647,
3415,-0.091739224,-0.50075545,
3416,-0.204563075,-0.181291938,
3417,0.02052663,-0.005376258,
3418,-0.173278997,-0.053684882,
3419,-0.041227908,-0.003788406,
3420,-0.012070481,0.076560281,
3421,0.01116363,0.136268868,
3422,-0.032049315,-0.163664103,
3423,0.300616041,1.34605437,
3424,0.25881674,0.437295024,
3425,0.070099103,-0.039576064,
3426,0.071153582,-0.111612542,
3427,0.02613964,0.141763733,
3428,0.014109163,0.246820855,
3429,0.063597404,-0.331844758,
3430,-0.067394173,-0.288550621,
3431,-0.070856721,0,
3432,0.060327266,-0.040123252,
3433,0.091122404,0.050676921,
3434,0.033334824,0.23188738,
3435,0.055878804,0,
3436,0.205272439,0.121223736,
3437,-0.000758558,-0.166996301,
3438,-0.006304907,-0.293497508,
3439,-0.018635046,-0.048503241,
3440,-0.186018146,-0.321844886,
3441,0.053321823,0.08247258,
3442,-0.010593687,0.021050977,
3443,0.014846084,0.003187988,
3444,-0.079423444,0.161918535,
3445,0.028430101,0.013921029,
3446,-0.031534678,-0.051876895,
3447,0.025154435,0.027780384,
3448,0.023878832,-0.233934574,
3449,-0.054829942,-0.300378034,
3450,-0.101382501,-0.076068348,
3451,-0.068201924,-0.033400755,
3452,-0.088061016,-0.04705117,
3453,0.037276676,-0.260920964,
3454,-0.12676802,-0.107810127,
3455,0.138942032,0.242460957,
3456,-0.113107265,-0.185957772,
3457,0.187347545,0.517977501,
3458,-0.06918494,-0.039787577,
3459,-0.014192146,0.506885175,
3460,-0.087560814,0.51312929,
3461,-0.077254399,-0.190963329,
3462,0.074456828,-0.018934844,
3463,0.06726394,0.310401449,
3464,-0.084340955,-0.256896938,
3465,0.132373985,1.083669891,
3466,-0.06500592,0.156536941,
3467,0.085229288,0.040215451,
3468,-0.04333528,-0.242158266,
3469,-0.041445283,0.17111338,
3470,-0.020341476,0.066232689,
3471,0.102840927,0.075060738,
3472,0.017647815,0.393212369,
3473,0.080796239,0.158144429,
3474,0.04270211,0.045189641,
3475,0.15621383,-0.068196209,
3476,-0.134472268,-0.365816703,
3477,-0.051285551,-0.475916476,
3478,-0.004531308,-0.113682755,
3479,-0.064664216,0.015344287,
3480,-0.024406617,-0.080144644,
3481,0.125251105,0.20104985,
3482,-0.14279299,-0.060022468,
3483,-0.13507819,-0.190578178,
3484,-0.023655428,-0.237880908,
3485,0.056216255,0.123555618,
3486,0.091685311,-0.14518602,
3487,-0.021356531,0.174655205,
3488,-0.036870563,-0.0834389,
3489,-0.094006535,0.000300188,
3490,-0.175330036,-0.127347851,
3491,0.012518488,0.049264737,
3492,0.069812213,0.225424949,
3493,0.184312645,0.442941725,
3494,-0.15068617,-0.162303404,
3495,-0.228895307,0.312415646,
3496,-0.094773184,-0.455782045,
3497,-0.00295705,0.031859407,
3498,0.042206078,-0.040094723,
3499,0.007072162,0.154867716,
3500,-0.088369878,0.15031766,
3501,-0.081089801,0.284495148,
3502,0.162954747,0.071502432,
3503,0.015523157,0.276676256,
3504,-0.050111468,0.053393322,
3505,0.06494615,-0.060699921,
3506,-0.146330752,0.067075283,
3507,0.00793236,-0.082799719,
3508,0.046497634,0.023352855,
3509,0.002421292,-0.040595766,
3510,0.040939989,0.034719453,
3511,0.055894625,0.27295317,
3512,0.121773169,-0.044880355,
3513,-0.00614818,-0.128808012,
3514,-0.02845972,0.063571453,
3515,-0.077124832,-0.059047827,
3516,-0.140933696,0.010491235,
3517,0.063021057,-0.131139927,
3518,-0.440215262,0.361932816,
3519,0.092135898,-0.057889005,
3520,-0.039922663,-0.09872635,
3521,-0.071896155,-0.096100212,
3522,0.077814711,-0.173593295,
3523,0.036288751,0.03102121,
3524,0.15927678,0.248222065,
3525,-0.033069307,-0.195601295,
3526,-0.057011053,-0.084851514,
3527,0.039697365,0.126920089,
3528,-0.112928849,-0.225394834,
3529,-0.005337481,0.312257497,
3530,-0.001435033,0.587705418,
3531,0.124808462,-0.104957051,
3532,-0.043006558,-0.20423097,
3533,0.049382599,0.171744528,
3534,-0.055564812,-0.57531518,
3535,1.046474296,3.00405114,
3536,0.045703329,0.102347588,
3537,-0.078149818,0.354146501,
3538,0.06332802,0.285938668,
3539,-0.018563522,0.209574364,
3540,0.084835035,0.023063226,
3541,0.290157163,0.020313462,
3542,0.106285762,-0.278042294,
3543,-0.092473161,-0.165376625,
3544,-0.103058323,-0.078790833,
3545,-0.085001164,-0.340065911,
3546,-0.087947243,-0.216329305,
3547,-0.068362,-0.127167238,
3548,-0.025009296,-0.382079663,
3549,0.072824285,-0.147378525,
3550,0.03536524,0.779051549,
3551,-0.20964766,-0.025551473,
3552,0.36897018,0.115426604,
3553,0.028741448,-0.058723596,
3554,0.016545064,0.022751396,
3555,0.847553764,-1.66272453,
3556,-0.081866792,0.075420564,
3557,-0.058200309,-0.204648384,
3558,-0.069959227,-0.118859864,
3559,-0.227664044,0.380505318,
3560,0.068358358,-0.144608492,
3561,0.013478194,-0.089083073,
3562,-0.22430121,0.168898485,
3563,-0.06787241,0.070476889,
3564,0.12386983,-0.241368625,
3565,-0.040452694,0.427584619,
3566,0.042980677,0.065964979,
3567,0.225849054,0.924982142,
3568,0.114246784,0.252841637,
3569,-0.000996241,0.038422742,
3570,0.04552211,0.471191867,
3571,-0.044249157,-0.172680694,
3572,-0.076853841,0.274381638,
3573,0.033691471,-0.080895641,
3574,0.170433877,-0.169323681,
3575,0.055011142,-0.179212564,
3576,0.030762386,-0.085997727,
3577,-0.051013654,0.426838554,
3578,-0.136990163,-0.108626476,
3579,0.266803286,0.322108127,
3580,-0.051163737,-0.165646876,
3581,-0.081912349,-0.283914882,
3582,-0.253531186,-0.203947676,
3583,-0.29998038,0.508628668,
3584,-0.011591657,0.092914697,
3585,-0.013692419,-0.244959289,
3586,0.899780108,1.540516757,
3587,0.076644706,0.229483715,
3588,-0.00283622,0.18832685,
3589,0.097915594,0.116696816,
3590,0.051904772,0.234663782,
3591,-0.187883211,-0.669281674,
3592,-0.064646466,0.281875713,
3593,-0.042628102,-0.162359347,
3594,0.111536428,-0.04395231,
3595,-0.003404683,0.142196085,
3596,-0.247987491,-0.568694334,
3597,0.095430154,0.19049421,
3598,0.075039661,0.291519244,
3599,0.065229932,0.316081224,
3600,-0.096560625,0.310990671,
3601,0.009993403,-0.108920373,
3602,-0.240810765,0.131345317,
3603,0.060886026,0.234844451,
3604,0.020789583,-0.063221043,
3605,0.053151296,1.058261314,
3606,-0.090204226,0.367112786,
3607,-0.014425808,0.261095651,
3608,-0.070025423,-0.139818947,
3609,0.058183733,-0.010418491,
3610,-0.01037034,-0.163303033,
3611,0.252399656,0.192023593,
3612,0.013247758,-0.086241347,
3613,0.022152637,-0.015224954,
3614,0.030035902,0.087266983,
3615,0.051975454,0.288916264,
3616,-0.075382515,0.351978753,
3617,0.159000276,0.583928125,
3618,-0.040330149,-0.025598042,
3619,0.023620201,0.053875843,
3620,-0.069617412,-0.017884261,
3621,0.032857845,-0.625500708,
3622,0.08502271,-0.219474243,
3623,0.067775878,0.069581953,
3624,0.113824776,0.109917234,
3625,0.217539767,-0.139111942,
3626,0.016631665,0.12918142,
3627,-0.007943442,0.116765907,
3628,-0.071647312,-0.08644004,
3629,-0.408117366,0.255302035,
3630,0.154676431,-1.725107581,
3631,-0.057009724,-0.184369832,
3632,0.924815135,1.924765548,
3633,0.165218658,-0.133724109,
3634,0.006655238,0.303821905,
3635,-0.0702607,-0.400275972,
3636,-0.001943109,0.38106364,
3637,0.10195465,0.177999855,
3638,-0.036714007,0.101201939,
3639,-0.093421634,-0.092847824,
3640,-0.065279,-0.024194361,
3641,-0.127101975,-0.234608897,
3642,0.082854404,0.130295439,
3643,-0.093393275,-0.17518026,
3644,-0.011301898,-0.034617389,
3645,0.045193723,-0.053915684,
3646,0.000763211,-0.057827924,
3647,0.015530992,0.127256315,
3648,2.067090476,4.217869612,
3649,-0.209207562,0.067368245,
3650,0.14503328,0.09115919,
3651,-0.069043103,0.164631719,
3652,-0.07142378,-0.246375256,
3653,-0.011420472,0.186415252,
3654,-0.038658049,0.304804546,
3655,0.04592604,0.178929688,
3656,0.049724419,0,
3657,-0.20057318,0.005443283,
3658,0.097069386,0.095859045,
3659,-0.120490815,-0.111899167,
3660,0.324741684,0.409423138,
3661,-0.305362114,0,
3662,0.327045806,0,
3663,0.02482548,0.496464009,
3664,-0.165364522,0.285086432,
3665,0.076567888,0.22514695,
3666,0.016386517,-0.073665804,
3667,-0.001208039,0.141733001,
3668,0.662100406,3.35713051,
3669,0.642652474,1.337445492,
3670,0.029141706,0.136420749,
3671,0.072714318,0.458533968,
3672,0.079637906,0.056106669,
3673,0.190906415,0.248947111,
3674,0.414688381,1.498637069,
3675,0.041878815,0.150734449,
3676,0.062036233,0.068771938,
3677,-0.168463242,0.065961709,
3678,0.0487106,0.124931283,
3679,-0.074634101,0.099700694,
3680,0.209425103,0.485480347,
3681,0.094614262,0.590316764,
3682,-0.103019348,0.353134738,
3683,-0.015131337,-0.059454106,
3684,-0.01347916,-0.276872175,
3685,0.000178788,-0.212574293,
3686,-9.69E-05,-0.194545985,
3687,-0.076490781,0.403458137,
3688,0.072823936,0.366055755,
3689,0.015885104,-0.019320285,
3690,-0.140976775,-0.269454652,
3691,0.218783238,-0.092870655,
3692,-0.082211972,-0.214655999,
3693,0.012533799,-0.059393013,
3694,0.135841217,0.118495156,
3695,-0.145307242,0.000538938,
3696,-0.005415041,0.123403421,
3697,0.689734481,2.385365999,
3698,0.142030087,0.080064745,
3699,-0.0387831,0.280171753,
3700,0.045085454,0.167932574,
3701,0.045115569,-0.126848464,
3702,0.168928734,0.237276221,
3703,-0.005480551,0.225421429,
3704,0.079989407,0.285665798,
3705,0.002960359,0.180535372,
3706,-0.106713932,-0.567001794,
3707,-0.22532796,2.021937,
3708,-0.126746997,-0.154853234,
3709,0.146741467,-0.134259449,
3710,-0.048142689,-0.17532091,
3711,0.025365739,0.047419738,
3712,-0.01740172,0.306929909,
3713,-0.089928846,-0.35995558,
3714,-0.007356023,-0.06808916,
3715,-0.204510901,1.562984208,
3716,0.030698706,-0.015736249,
3717,0.028778846,0.01833002,
3718,-0.002144574,0.232839922,
3719,0.069741401,0.078045398,
3720,0.041133288,0.144547772,
3721,-0.103338835,-0.198934208,
3722,0.044507772,-0.198934208,
3723,0.116377485,-0.129282031,
3724,-0.052533717,0.041048876,
3725,0.039587928,0.097259501,
3726,-0.051029084,0.092705032,
3727,0.021523872,0.248505302,
3728,-0.131038304,0.010353253,
3729,-0.099650705,0.074691879,
3730,-0.132309713,-0.085774829,
3731,0.034768325,-0.32527812,
3732,-0.085621455,-0.118691193,
3733,-0.254133374,-0.013324564,
3734,-0.028860845,0.001042086,
3735,0.048325671,-0.10930964,
3736,0.083323066,0.122568258,
3737,-0.122112098,-0.011104262,
3738,-0.118609338,-0.237956594,
3739,-0.019033007,-0.046990893,
3740,-0.08550351,-0.252838312,
3741,-0.098485885,0.119491716,
3742,-0.098383728,-0.139743393,
3743,-0.076212714,-0.173007741,
3744,-0.031080557,0.091744137,
3745,-0.053248824,-0.007332796,
3746,-0.1225298,-0.153908625,
3747,0.01577399,-0.005647891,
3748,-0.028480623,-0.198806811,
3749,-0.16298671,0.151057363,
3750,0.06062535,0.216450194,
3751,0.273719706,0.627725963,
3752,0.099339096,-0.035033787,
3753,0.161505107,0.042718819,
3754,-0.032977811,-0.002131017,
3755,0.387777829,0.741914555,
3756,-0.080520289,-0.000761834,
3757,-0.087871741,0.017046882,
3758,-0.199948606,-0.069732919,
3759,0.041083231,0.165553863,
3760,-0.025247617,-0.086862874,
3761,-0.135907848,0.190167695,
3762,0.084959536,-0.314246168,
3763,-0.091832664,0.171594459,
3764,-0.53497143,-0.013583721,
3765,-0.073320231,0.051504105,
3766,-0.036900945,0.792864023,
3767,0.011192247,-0.034559438,
3768,-0.379892718,-3.055147562,
3769,0.003290963,0.120186685,
3770,-0.092168983,-0.105674124,
3771,-0.015728172,0.36207458,
3772,-0.128671403,-0.162620636,
3773,-0.132584128,0.613394853,
3774,0.085327011,-0.045368004,
3775,-0.025814787,-0.143663516,
3776,0.004661495,0.075948207,
3777,-0.027068633,-0.176975213,
3778,-0.022623343,0.242450909,
3779,-0.105646588,0.083522596,
3780,-0.062415886,-0.329043166,
3781,-0.021369138,0.000962649,
3782,0.068230629,0.632481148,
3783,-0.217248896,-0.02749926,
3784,0.003168771,-0.084745901,
3785,0.019566129,-0.018058333,
3786,0.03621319,0.275548192,
3787,0.017664299,0.247740743,
3788,-0.007076628,-0.062494568,
3789,0.110437705,-0.011954205,
3790,-0.016092837,-0.176206399,
3791,-0.009937699,-0.059081875,
3792,-0.019237442,-0.064056225,
3793,0.159135002,0.005616052,
3794,0.124825606,0.209045368,
3795,-0.063247072,0.108119036,
3796,0.028144026,-0.134069479,
3797,0.036602169,0.254766389,
3798,-0.05802393,0.329724892,
3799,0.303476188,-0.084249883,
3800,0.006272135,0.022297387,
3801,0.285763779,0.197123881,
3802,-0.061706803,0.203287738,
3803,-0.142781594,0.116877251,
3804,-0.021593269,0.008822928,
3805,0.102330313,0.005719003,
3806,-0.020164291,-0.125794256,
3807,-0.0023972,0.380248115,
3808,0.004811614,-0.327623751,
3809,0.005774491,-0.024658073,
3810,1.091725492,2.371236743,
3811,-0.025325772,0.397153687,
3812,-0.055826638,-0.068564118,
3813,-0.17566314,-0.078351598,
3814,0.084671112,-0.032159007,
3815,0.035009753,-0.271237207,
3816,-0.03163469,0.090588783,
3817,0.272951045,-0.079195284,
3818,0.019736118,0.137530663,
3819,-0.182345451,0.082694631,
3820,-0.066740567,0.221633974,
3821,-0.017678696,0.05011524,
3822,0.011394457,-0.016819923,
3823,-0.050006869,0.044255385,
3824,-0.035589325,0.107466588,
3825,0.042790089,0.389518724,
3826,-0.05465385,0.196480328,
3827,-0.016192965,-0.078546578,
3828,-0.17339547,-0.059693812,
3829,-0.015966786,-0.178422512,
3830,0.124973142,0.107296435,
3831,0.017614319,-0.061095948,
3832,0.058300788,-0.092334061,
3833,-0.016065123,-0.328895566,
3834,-0.19079615,-0.037197255,
3835,0.03201487,-0.207939664,
3836,-0.08624513,-0.338867499,
3837,-0.101218811,0.249022831,
3838,-0.059791593,-0.195012756,
3839,-0.042293677,0.156919579,
3840,-0.096632133,-0.22210647,
3841,-0.158175835,-0.068703235,
3842,-0.050645607,-0.177243777,
3843,0.037473045,-0.189362463,
3844,-0.274310234,-0.473144118,
3845,-0.035200842,-0.325035618,
3846,0.050923903,0.018576606,
3847,-0.17794785,-0.146019322,
3848,-0.1555801,-0.129932336,
3849,0.143110212,0.215761862,
3850,-0.04117796,-0.010339238,
3851,-0.039114017,-0.112898158,
3852,-0.0277184,0.3406435,
3853,-0.011624831,-0.185541149,
3854,-0.106976156,0.391430391,
3855,0.181652977,0.219796707,
3856,-0.135908555,0.007648899,
3857,0.287198584,0.408091922,
3858,-0.056294193,-0.104534532,
3859,0.096966061,-0.013580407,
3860,-0.000586261,0.109144656,
3861,-0.059587089,-0.126466706,
3862,-0.269983604,-0.318602416,
3863,-0.07505496,0.149750368,
3864,0.001888894,0.344435144,
3865,-0.074264206,0.196155629,
3866,0.098083043,0.462492463,
3867,0.226922213,0.992936177,
3868,-0.088350991,-0.234829757,
3869,0.051664119,-0.085457066,
3870,0.139203305,-0.836243839,
3871,0.136909742,0.430989665,
3872,-0.050158023,-0.228672768,
3873,0.06954222,-0.120317631,
3874,-0.052300289,-0.082358715,
3875,-0.027356411,0.004423932,
3876,-0.062915012,0.034546708,
3877,-0.307103536,0.086840196,
3878,0.012513711,0.313754404,
3879,0.043643006,-0.132138367,
3880,-0.008680436,0.218606758,
3881,-0.046326224,-0.233674975,
3882,-0.197276128,-0.057126465,
3883,0.123322119,-0.772923498,
3884,-0.026642322,-0.048995691,
3885,-0.018251528,-0.815086605,
3886,-0.176666214,0.092106129,
3887,-0.007215764,-0.116012093,
3888,0.055983767,0.149932766,
3889,-0.154935123,0.069816794,
3890,0.039435703,0.048374647,
3891,0.316520286,0.618443766,
3892,-0.48446766,0.213547703,
3893,-0.009652102,-0.073849533,
3894,-0.350247745,0.184720144,
3895,0.133889729,0.178967182,
3896,0.005135589,-0.20055961,
3897,-0.082876259,-0.268424117,
3898,0.095167614,0.001189563,
3899,0.170996415,0.48133976,
3900,-0.075390421,-0.425520672,
3901,-0.015671674,0.022806463,
3902,-0.029720817,0.77597558,
3903,-0.079793916,0.203123505,
3904,0.151461861,0.58792567,
3905,-0.089370066,-0.130965694,
3906,-0.009902133,0.364962462,
3907,-0.001216528,-0.011761617,
3908,-0.168814101,-0.290053069,
3909,-0.106763038,0.36837786,
3910,0.013293925,0.31341883,
3911,-0.106567842,0.272073193,
3912,-0.075524203,0.104144131,
3913,-0.192615937,-0.236646333,
3914,0.032726495,0.272752301,
3915,-0.067115949,-0.150763319,
3916,-0.030038107,0.126066771,
3917,-0.076332138,-0.339766433,
3918,-0.084386026,0.049517142,
3919,0.003868873,-0.077751744,
3920,0.006641577,-0.054200749,
3921,0.038299011,0.197313467,
3922,0.092689521,0.236820062,
3923,0.076606808,0.383556126,
3924,-0.019863948,-0.010584747,
3925,-0.084729888,-0.363072049,
3926,-0.01127413,0.029655896,
3927,-0.059918242,-0.272675466,
3928,-0.075371082,0.005695115,
3929,-0.016295451,-0.101478304,
3930,-0.111646996,-0.169254876,
3931,-0.050046944,0.149911833,
3932,-0.107665526,-0.111362776,
3933,-0.028084442,0.029738702,
3934,-0.104465085,0.00075948,
3935,-0.119169227,-0.329036669,
3936,0.07913073,0.303484315,
3937,0.047717459,0.144044739,
3938,0.034439093,-0.072994938,
3939,-0.034936402,-0.171790532,
3940,-0.076882519,-0.10907699,
3941,-0.090251849,-0.494886051,
3942,-0.186824233,-0.026749832,
3943,-0.027815371,0.439431919,
3944,-0.021378479,0.400831569,
3945,-0.108507563,-0.191931023,
3946,0.049791931,-0.17179427,
3947,-0.110205225,0.178745253,
3948,-0.027958061,0.366147244,
3949,0.125351338,0.507956381,
3950,-0.053960209,0.022174067,
3951,-0.316986099,0.483241113,
3952,0.045347118,0.182512946,
3953,0.031046132,0.159778755,
3954,0.085780657,-0.261127852,
3955,0.111860281,0.883059039,
3956,0.00010087,-0.021804076,
3957,0.075522022,0.152422169,
3958,0.000533851,0.0010141,
3959,0.036124135,0.424566578,
3960,-0.12926156,0.01389666,
3961,-0.008823036,0.156009836,
3962,0.085861211,-0.011388335,
3963,0.034257392,-0.088496396,
3964,0.123104951,0.25704563,
3965,-0.022259358,0.180417894,
3966,0.31625236,-0.213960408,
3967,-0.068870126,0.359630918,
3968,0.030081427,0.327254544,
3969,-0.106230169,0.156132645,
3970,0.117156765,0.044403571,
3971,0.088023802,0.188172472,
3972,-0.180230548,0.04770252,
3973,-0.07374995,-0.180387976,
3974,-0.126539993,0.30730742,
3975,-0.085853172,0.202854463,
3976,0.083941581,0.158382133,
3977,0.055344733,0.05153281,
3978,-0.076937213,-0.143526713,
3979,-0.042713481,-0.222742984,
3980,-0.193570658,-0.172664794,
3981,0.062062969,-0.001087395,
3982,0.109502748,-0.246181967,
3983,0.032359691,-0.005020233,
3984,0.026774926,-0.205448648,
3985,0.079632921,0.216206393,
3986,0.051911714,-0.334628091,
3987,-0.057096347,0.39257529,
3988,0.176331349,0.346853262,
3989,0.213128623,0.832375715,
3990,0.013495198,0.01409708,
3991,0.024118679,-0.305981792,
3992,-0.029396937,0.357719749,
3993,0.187522434,0.57699829,
3994,-0.039309115,-0.141127043,
3995,-0.465994374,0,
3996,0.163907365,0.07489598,
3997,0.044859485,-0.091664408,
3998,0.098922798,0.035174927,
3999,-0.022628204,0.337627315,
4000,0.012372276,0.048827378,
4001,0.0937271,0.097887963,
4002,-0.012766645,-0.27941919,
4003,-0.003995809,0.020282832,
4004,0.092597201,-0.112148485,
4005,-0.127390534,0.160246952,
4006,0.072307845,0.423370953,
4007,-0.079456875,-0.285556595,
4008,0.009837941,0.161700893,
4009,0.009478383,-0.28108519,
4010,-0.111384727,-0.255347914,
4011,-0.095613001,-0.001753643,
4012,-0.285085218,-0.261852518,
4013,-0.019559979,0.044367997,
4014,-0.013302414,-0.345976095,
4015,-0.026797458,0.036166264,
4016,-0.054326846,-0.147578342,
4017,0.035789784,-0.115798924,
4018,-0.154691881,-0.239973169,
4019,-0.045179528,0.865541157,
4020,0.009301234,0.272901971,
4021,0.040080803,0.222625771,
4022,0.06317593,0.47640301,
4023,-0.003670918,-0.091216231,
4024,0.089503481,-0.215529007,
4025,-0.109004324,0.084498154,
4026,-0.039046482,-0.08564506,
4027,-0.011745498,0.000128052,
4028,0.114085325,0.512392257,
4029,0.024262862,0.148245452,
4030,-0.01115396,-0.363564455,
4031,-0.059900296,0.135166684,
4032,0.067603734,0.594238439,
4033,0.066843799,0.126230584,
4034,-0.043198372,0.48236569,
4035,-0.04354107,-0.227105123,
4036,-0.003659256,-0.001586746,
4037,-0.379325659,-0.338596256,
4038,0.037374095,0.083799635,
4039,-0.000326492,-0.13582666,
4040,0.094252728,0.576895965,
4041,0.02893638,0.266801418,
4042,-0.348081078,-0.093597664,
4043,-0.280298558,-0.154595469,
4044,-0.130733647,-0.369380068,
4045,0.067606017,0.314808755,
4046,-0.098992368,0.118252928,
4047,0.129464511,0.778716444,
4048,-0.006825267,-0.165869836,
4049,0.021157824,0.396925103,
4050,0.147645445,0.624317919,
4051,0.00848218,0.320046401,
4052,0.050232419,0.158998588,
4053,-0.052671076,0.045058184,
4054,0.066871305,-0.219119913,
4055,-0.07173733,0.428268496,
4056,-0.04809711,0.273838355,
4057,0.009261405,0.263863162,
4058,-0.108856819,-0.041824972,
4059,-0.016555428,0.339576615,
4060,0.194316456,1.806649635,
4061,0.006494287,0.365756136,
4062,0.071738103,0.73369497,
4063,0.679253446,0.885843381,
4064,-0.047871187,-0.146472053,
4065,-0.093075436,-0.214667604,
4066,0.80052997,2.312996337,
4067,-0.109998545,0.008046212,
4068,-0.126792598,-0.200884384,
4069,0.78217239,2.296580326,
4070,-0.055635625,-0.080035004,
4071,-0.147442103,0.768343828,
4072,-0.064439562,-0.218782303,
4073,0.141393821,0.592895101,
4074,0.080582499,0.298485419,
4075,0.077725939,0.201728405,
4076,0.018285796,0.436487774,
4077,-0.012460296,0.170339665,
4078,-0.06501399,-0.240432996,
4079,-0.084240984,0.362313976,
4080,-0.053946161,0.105041187,
4081,-0.079023613,-0.320735135,
4082,-0.016834356,0.07411916,
4083,-0.156776392,0.255819604,
4084,0.057202515,-0.002883413,
4085,-0.330336722,-0.088636139,
4086,0.080259148,-0.085660538,
4087,0.03352604,-0.038161575,
4088,-0.00680199,0.179686804,
4089,0.143398728,-0.195233977,
4090,0.988176296,2.00135598,
4091,-0.000605515,-0.110455976,
4092,0.026311851,0.040487526,
4093,-0.043360972,0.308452369,
4094,-0.063941769,-0.141075072,
4095,-0.056262753,0.274746039,
4096,-0.04034068,-0.089378671,
4097,-0.062660642,-0.336237396,
4098,-0.294212911,0.559406602,
4099,-0.020600676,0.305118693,
4100,1.219953973,3.291939968,
4101,0.012741974,0.139713556,
4102,-0.298897034,-0.124485947,
4103,0.021925026,0.576628432,
4104,-0.214915424,-0.032712404,
4105,-0.046100202,0.080189677,
4106,-0.217985034,0.126589467,
4107,0.305035176,1.431305178,
4108,-0.079924456,-0.046221718,
4109,0.011370964,0.224124503,
4110,-0.157635894,-0.176103898,
4111,-0.051557001,0.048731111,
4112,0.600568599,-0.667477497,
4113,-0.02122692,0.178155501,
4114,0.052707217,0.548425467,
4115,0.015962325,-0.137836065,
4116,-0.003694108,-0.140293747,
4117,0.294995298,-0.104049599,
4118,0.408311259,1.801427659,
4119,-0.050526743,0.00106098,
4120,-0.089265842,-0.131404538,
4121,-0.097344833,0.06389357,
4122,0.115801895,-0.00637878,
4123,0.383416564,1.090709597,
4124,0.01652368,-0.154924363,
4125,0.071038978,0.769527609,
4126,-0.084931945,-0.057488515,
4127,-0.002246198,0.397334524,
4128,-0.002235534,0.116773254,
4129,0.067174016,0.045188482,
4130,-0.224380132,-0.352844797,
4131,-0.045124853,-0.544613774,
4132,0.081370498,0.068445094,
4133,-0.129316306,-0.190840182,
4134,-0.008552624,0.36358724,
4135,-0.023625694,0.105473409,
4136,-0.061578707,-0.091694752,
4137,-0.123495961,-0.168662008,
4138,-0.023931565,0.232032263,
4139,0.198106181,0.151670263,
4140,-0.202413681,0.28259369,
4141,0.02427796,-0.018733611,
4142,0.151602592,0.149081108,
4143,0.105668966,0.166124388,
4144,-0.011080602,-0.204057684,
4145,-0.039997205,0.055704106,
4146,-0.050818053,-0.274039133,
4147,-0.057554094,-0.202684736,
4148,-0.322348537,-0.128794314,
4149,0.135307179,0.029342454,
4150,-0.353421166,-0.097515004,
4151,-0.207182665,0.034242439,
4152,-0.184576964,-0.493001266,
4153,0.137503635,0.202973718,
4154,-0.003722568,0.426013645,
4155,-0.068795822,0.049665421,
4156,-0.062673374,-0.083394937,
4157,0.065314449,0.135552145,
4158,-0.06894619,0.392507561,
4159,-0.129686251,-0.009986039,
4160,0.001808227,0.029712136,
4161,-0.069971978,-0.355385995,
